dteday,temp,atemp
2011-03-17,0.415,0.410333
2011-03-18,0.54,0.527009
2011-03-19,0.4725,0.466525
2011-03-20,0.3325,0.32575
2011-03-21,0.430435,0.409735
2011-03-22,0.441667,0.440642
2011-03-23,0.346957,0.337939
2011-03-24,0.285,0.270833
2011-03-25,0.264167,0.256312
2011-03-26,0.265833,0.257571
2011-03-27,0.253043,0.250339
2011-03-28,0.264348,0.257574
2011-03-29,0.3025,0.292908
2011-03-30,0.3,0.29735
2011-03-31,0.268333,0.257575
2011-01-04,0.3,0.283454
2011-02-04,0.315,0.315637
2011-03-04,0.378333,0.378767
2011-04-04,0.573333,0.542929
2011-05-04,0.414167,0.39835
2011-06-04,0.390833,0.387608
2011-07-04,0.4375,0.433696
2011-08-04,0.335833,0.324479
2011-09-04,0.3425,0.341529
2011-10-04,0.426667,0.426737
2011-11-04,0.595652,0.565217
2011-12-04,0.5025,0.493054
2011-04-13,0.4125,0.417283
2011-04-14,0.4675,0.462742
2011-04-15,0.446667,0.441913
2011-04-16,0.430833,0.425492
2011-04-17,0.456667,0.445696
2011-04-18,0.5125,0.503146
2011-04-19,0.505833,0.489258
2011-04-20,0.595,0.564392
2011-04-21,0.459167,0.453892
2011-04-22,0.336667,0.321954
2011-04-23,0.46,0.450121
2011-04-24,0.581667,0.551763
2011-04-25,0.606667,0.5745
2011-04-26,0.631667,0.594083
2011-04-27,0.62,0.575142
2011-04-28,0.6175,0.578929
2011-04-29,0.51,0.497463
2011-04-30,0.4725,0.464021
2011-01-05,0.451667,0.448204
2011-02-05,0.549167,0.532833
2011-03-05,0.616667,0.582079
2011-04-05,0.414167,0.40465
2011-05-05,0.459167,0.441917
2011-06-05,0.479167,0.474117
2011-07-05,0.52,0.512621
2011-08-05,0.528333,0.518933
2011-09-05,0.5325,0.525246
2011-10-05,0.5325,0.522721
2011-11-05,0.5425,0.5284
2011-12-05,0.535,0.523363
2011-05-13,0.5125,0.4943
2011-05-14,0.520833,0.500629
2011-05-15,0.5625,0.536
2011-05-16,0.5775,0.550512
2011-05-17,0.561667,0.538529
2011-05-18,0.55,0.527158
2011-05-19,0.530833,0.510742
2011-05-20,0.536667,0.529042
2011-05-21,0.6025,0.571975
2011-05-22,0.604167,0.5745
2011-05-23,0.631667,0.590296
2011-05-24,0.66,0.604813
2011-05-25,0.660833,0.615542
2011-05-26,0.708333,0.654688
2011-05-27,0.681667,0.637008
2011-05-28,0.655833,0.612379
2011-05-29,0.6675,0.61555
2011-05-30,0.733333,0.671092
2011-05-31,0.775,0.725383
2011-01-06,0.764167,0.720967
2011-02-06,0.715,0.643942
2011-03-06,0.62,0.587133
2011-04-06,0.635,0.594696
2011-05-06,0.648333,0.616804
2011-06-06,0.678333,0.621858
2011-07-06,0.7075,0.65595
2011-08-06,0.775833,0.727279
2011-09-06,0.808333,0.757579
2011-10-06,0.755,0.703292
2011-11-06,0.725,0.678038
2011-12-06,0.6925,0.643325
2011-06-13,0.635,0.601654
2011-06-14,0.604167,0.591546
2011-06-15,0.626667,0.587754
2011-06-16,0.628333,0.595346
2011-06-17,0.649167,0.600383
2011-06-18,0.696667,0.643954
2011-06-19,0.699167,0.645846
2011-06-20,0.635,0.595346
2011-06-21,0.680833,0.637646
2011-06-22,0.733333,0.693829
2011-06-23,0.728333,0.693833
2011-06-24,0.724167,0.656583
2011-06-25,0.695,0.643313
2011-06-26,0.68,0.637629
2011-06-27,0.6825,0.637004
2011-06-28,0.744167,0.692558
2011-06-29,0.728333,0.654688
2011-06-30,0.696667,0.637008
2011-01-07,0.7225,0.652162
2011-02-07,0.738333,0.667308
2011-03-07,0.716667,0.668575
2011-04-07,0.726667,0.665417
2011-05-07,0.746667,0.696338
2011-06-07,0.72,0.685633
2011-07-07,0.75,0.686871
2011-08-07,0.709167,0.670483
2011-09-07,0.733333,0.664158
2011-10-07,0.7475,0.690025
2011-11-07,0.7625,0.729804
2011-12-07,0.794167,0.739275
2011-07-13,0.746667,0.689404
2011-07-14,0.680833,0.635104
2011-07-15,0.663333,0.624371
2011-07-16,0.686667,0.638263
2011-07-17,0.719167,0.669833
2011-07-18,0.746667,0.703925
2011-07-19,0.776667,0.747479
2011-07-20,0.768333,0.74685
2011-07-21,0.815,0.826371
2011-07-22,0.848333,0.840896
2011-07-23,0.849167,0.804287
2011-07-24,0.83,0.794829
2011-07-25,0.743333,0.720958
2011-07-26,0.771667,0.696979
2011-07-27,0.775,0.690667
2011-07-28,0.779167,0.7399
2011-07-29,0.838333,0.785967
2011-07-30,0.804167,0.728537
2011-07-31,0.805833,0.729796
2011-01-08,0.771667,0.703292
2011-02-08,0.783333,0.707071
2011-03-08,0.731667,0.679937
2011-04-08,0.71,0.664788
2011-05-08,0.710833,0.656567
2011-06-08,0.716667,0.676154
2011-07-08,0.7425,0.715292
2011-08-08,0.765,0.703283
2011-09-08,0.775,0.724121
2011-10-08,0.766667,0.684983
2011-11-08,0.7175,0.651521
2011-12-08,0.708333,0.654042
2011-08-13,0.685833,0.645858
2011-08-14,0.676667,0.624388
2011-08-15,0.665833,0.616167
2011-08-16,0.700833,0.645837
2011-08-17,0.723333,0.666671
2011-08-18,0.711667,0.662258
2011-08-19,0.685,0.633221
2011-08-20,0.6975,0.648996
2011-08-21,0.710833,0.675525
2011-08-22,0.691667,0.638254
2011-08-23,0.640833,0.606067
2011-08-24,0.673333,0.630692
2011-08-25,0.684167,0.645854
2011-08-26,0.7,0.659733
2011-08-27,0.68,0.635556
2011-08-28,0.707059,0.647959
2011-08-29,0.636667,0.607958
2011-08-30,0.639167,0.594704
2011-08-31,0.656667,0.611121
2011-01-09,0.655,0.614921
2011-02-09,0.643333,0.604808
2011-03-09,0.669167,0.633213
2011-04-09,0.709167,0.665429
2011-05-09,0.673333,0.625646
2011-06-09,0.54,0.5152
2011-07-09,0.599167,0.544229
2011-08-09,0.633913,0.555361
2011-09-09,0.65,0.578946
2011-10-09,0.66,0.607962
2011-11-09,0.653333,0.609229
2011-12-09,0.644348,0.60213
2011-09-13,0.650833,0.603554
2011-09-14,0.673333,0.6269
2011-09-15,0.5775,0.553671
2011-09-16,0.469167,0.461475
2011-09-17,0.491667,0.478512
2011-09-18,0.5075,0.490537
2011-09-19,0.549167,0.529675
2011-09-20,0.561667,0.532217
2011-09-21,0.595,0.550533
2011-09-22,0.628333,0.554963
2011-09-23,0.609167,0.522125
2011-09-24,0.606667,0.564412
2011-09-25,0.634167,0.572637
2011-09-26,0.649167,0.589042
2011-09-27,0.636667,0.574525
2011-09-28,0.635,0.575158
2011-09-29,0.616667,0.574512
2011-09-30,0.564167,0.544829
2011-01-10,0.41,0.412863
2011-02-10,0.356667,0.345317
2011-03-10,0.384167,0.392046
2011-04-10,0.484167,0.472858
2011-05-10,0.538333,0.527138
2011-06-10,0.494167,0.480425
2011-07-10,0.510833,0.504404
2011-08-10,0.521667,0.513242
2011-09-10,0.540833,0.523983
2011-10-10,0.570833,0.542925
2011-11-10,0.566667,0.546096
2011-12-10,0.543333,0.517717
2011-10-13,0.589167,0.551804
2011-10-14,0.550833,0.529675
2011-10-15,0.506667,0.498725
2011-10-16,0.511667,0.503154
2011-10-17,0.534167,0.510725
2011-10-18,0.5325,0.522721
2011-10-19,0.541739,0.513848
2011-10-20,0.475833,0.466525
2011-10-21,0.4275,0.423596
2011-10-22,0.4225,0.425492
2011-10-23,0.421667,0.422333
2011-10-24,0.463333,0.457067
2011-10-25,0.471667,0.463375
2011-10-26,0.484167,0.472846
2011-10-27,0.47,0.457046
2011-10-28,0.330833,0.318812
2011-10-29,0.254167,0.227913
2011-10-30,0.319167,0.321329
2011-10-31,0.34,0.356063
2011-01-11,0.400833,0.397088
2011-02-11,0.3775,0.390133
2011-03-11,0.408333,0.405921
2011-04-11,0.403333,0.403392
2011-05-11,0.326667,0.323854
2011-06-11,0.348333,0.362358
2011-07-11,0.395,0.400871
2011-08-11,0.408333,0.412246
2011-09-11,0.4,0.409079
2011-10-11,0.38,0.373721
2011-11-11,0.324167,0.306817
2011-12-11,0.356667,0.357942
2011-11-13,0.440833,0.43055
2011-11-14,0.53,0.524612
2011-11-15,0.53,0.507579
2011-11-16,0.456667,0.451988
2011-11-17,0.341667,0.323221
2011-11-18,0.274167,0.272721
2011-11-19,0.329167,0.324483
2011-11-20,0.463333,0.457058
2011-11-21,0.4475,0.445062
2011-11-22,0.416667,0.421696
2011-11-23,0.440833,0.430537
2011-11-24,0.373333,0.372471
2011-11-25,0.375,0.380671
2011-11-26,0.375833,0.385087
2011-11-27,0.459167,0.4558
2011-11-28,0.503478,0.490122
2011-11-29,0.458333,0.451375
2011-11-30,0.325,0.311221
2011-01-12,0.3125,0.305554
2011-02-12,0.314167,0.331433
2011-03-12,0.299167,0.310604
2011-04-12,0.330833,0.3491
2011-05-12,0.385833,0.393925
2011-06-12,0.4625,0.4564
2011-07-12,0.41,0.400246
2011-08-12,0.265833,0.256938
2011-09-12,0.290833,0.317542
2011-10-12,0.275,0.266412
2011-11-12,0.220833,0.253154
2011-12-12,0.238333,0.270196
2011-12-13,0.2825,0.301138
2011-12-14,0.3175,0.338362
2011-12-15,0.4225,0.412237
2011-12-16,0.375,0.359825
2011-12-17,0.258333,0.249371
2011-12-18,0.238333,0.245579
2011-12-19,0.276667,0.280933
2011-12-20,0.385833,0.396454
2011-12-21,0.428333,0.428017
2011-12-22,0.423333,0.426121
2011-12-23,0.373333,0.377513
2011-12-24,0.3025,0.299242
2011-12-25,0.274783,0.279961
2011-12-26,0.321739,0.315535
2011-12-27,0.325,0.327633
2011-12-28,0.29913,0.279974
2011-12-29,0.248333,0.263892
2011-12-30,0.311667,0.318812
2011-12-31,0.41,0.414121
2012-01-01,0.37,0.375621
2012-02-01,0.273043,0.252304
2012-03-01,0.15,0.126275
2012-04-01,0.1075,0.119337
2012-05-01,0.265833,0.278412
2012-06-01,0.334167,0.340267
2012-07-01,0.393333,0.390779
2012-08-01,0.3375,0.340258
2012-09-01,0.224167,0.247479
2012-10-01,0.308696,0.318826
2012-11-01,0.274167,0.282821
2012-12-01,0.3825,0.381938
2012-01-13,0.274167,0.249362
2012-01-14,0.18,0.183087
2012-01-15,0.166667,0.161625
2012-01-16,0.19,0.190663
2012-01-17,0.373043,0.364278
2012-01-18,0.303333,0.275254
2012-01-19,0.19,0.190038
2012-01-20,0.2175,0.220958
2012-01-21,0.173333,0.174875
2012-01-22,0.1625,0.16225
2012-01-23,0.218333,0.243058
2012-01-24,0.3425,0.349108
2012-01-25,0.294167,0.294821
2012-01-26,0.341667,0.35605
2012-01-27,0.425,0.415383
2012-01-28,0.315833,0.326379
2012-01-29,0.2825,0.272721
2012-01-30,0.269167,0.262625
2012-01-31,0.39,0.381317
2012-01-02,0.469167,0.466538
2012-02-02,0.399167,0.398971
2012-03-02,0.313333,0.309346
2012-04-02,0.264167,0.272725
2012-05-02,0.265833,0.264521
2012-06-02,0.282609,0.296426
2012-07-02,0.354167,0.361104
2012-08-02,0.256667,0.266421
2012-09-02,0.265,0.261988
2012-10-02,0.280833,0.293558
2012-11-02,0.224167,0.210867
2012-12-02,0.1275,0.101658
2012-02-13,0.2225,0.227913
2012-02-14,0.319167,0.333946
2012-02-15,0.348333,0.351629
2012-02-16,0.316667,0.330162
2012-02-17,0.343333,0.351629
2012-02-18,0.346667,0.355425
2012-02-19,0.28,0.265788
2012-02-20,0.28,0.273391
2012-02-21,0.287826,0.295113
2012-02-22,0.395833,0.392667
2012-02-23,0.454167,0.444446
2012-02-24,0.4075,0.410971
2012-02-25,0.290833,0.255675
2012-02-26,0.279167,0.268308
2012-02-27,0.366667,0.357954
2012-02-28,0.359167,0.353525
2012-02-29,0.344348,0.34847
2012-01-03,0.485833,0.475371
2012-02-03,0.353333,0.359842
2012-03-03,0.414167,0.413492
2012-04-03,0.325833,0.303021
2012-05-03,0.243333,0.241171
2012-06-03,0.258333,0.255042
2012-07-03,0.404167,0.3851
2012-08-03,0.5275,0.524604
2012-09-03,0.410833,0.397083
2012-10-03,0.2875,0.277767
2012-11-03,0.361739,0.35967
2012-12-03,0.466667,0.459592
2012-03-13,0.565,0.542929
2012-03-14,0.5725,0.548617
2012-03-15,0.5575,0.532825
2012-03-16,0.435833,0.436229
2012-03-17,0.514167,0.505046
2012-03-18,0.4725,0.464
2012-03-19,0.545,0.532821
2012-03-20,0.560833,0.538533
2012-03-21,0.531667,0.513258
2012-03-22,0.554167,0.531567
2012-03-23,0.601667,0.570067
2012-03-24,0.5025,0.486733
2012-03-25,0.4375,0.437488
2012-03-26,0.445833,0.43875
2012-03-27,0.323333,0.315654
2012-03-28,0.484167,0.47095
2012-03-29,0.494167,0.482304
2012-03-30,0.37,0.375621
2012-03-31,0.424167,0.421708
2012-01-04,0.425833,0.417287
2012-02-04,0.433913,0.427513
2012-03-04,0.466667,0.461483
2012-04-04,0.541667,0.53345
2012-05-04,0.435,0.431163
2012-06-04,0.403333,0.390767
2012-07-04,0.4375,0.426129
2012-08-04,0.5,0.492425
2012-09-04,0.489167,0.476638
2012-10-04,0.446667,0.436233
2012-11-04,0.348696,0.337274
2012-12-04,0.3975,0.387604
2012-04-13,0.4425,0.431808
2012-04-14,0.495,0.487996
2012-04-15,0.606667,0.573875
2012-04-16,0.664167,0.614925
2012-04-17,0.608333,0.598487
2012-04-18,0.463333,0.457038
2012-04-19,0.498333,0.493046
2012-04-20,0.526667,0.515775
2012-04-21,0.57,0.542921
2012-04-22,0.396667,0.389504
2012-04-23,0.321667,0.301125
2012-04-24,0.413333,0.405283
2012-04-25,0.476667,0.470317
2012-04-26,0.498333,0.483583
2012-04-27,0.4575,0.452637
2012-04-28,0.376667,0.377504
2012-04-29,0.458333,0.450121
2012-04-30,0.464167,0.457696
2012-01-05,0.613333,0.577021
2012-02-05,0.564167,0.537896
2012-03-05,0.56,0.537242
2012-04-05,0.6275,0.590917
2012-05-05,0.621667,0.584608
2012-06-05,0.5625,0.546737
2012-07-05,0.5375,0.527142
2012-08-05,0.581667,0.557471
2012-09-05,0.575,0.553025
2012-10-05,0.505833,0.491783
2012-11-05,0.533333,0.520833
2012-12-05,0.564167,0.544817
2012-05-13,0.6125,0.585238
2012-05-14,0.573333,0.5499
2012-05-15,0.611667,0.576404
2012-05-16,0.636667,0.595975
2012-05-17,0.593333,0.572613
2012-05-18,0.564167,0.551121
2012-05-19,0.6,0.566908
2012-05-20,0.620833,0.583967
2012-05-21,0.598333,0.565667
2012-05-22,0.615,0.580825
2012-05-23,0.621667,0.584612
2012-05-24,0.655,0.6067
2012-05-25,0.68,0.627529
2012-05-26,0.6925,0.642696
2012-05-27,0.69,0.641425
2012-05-28,0.7125,0.6793
2012-05-29,0.7225,0.672992
2012-05-30,0.656667,0.611129
2012-05-31,0.68,0.631329
2012-01-06,0.654167,0.607962
2012-02-06,0.583333,0.566288
2012-03-06,0.6025,0.575133
2012-04-06,0.5975,0.578283
2012-05-06,0.540833,0.525892
2012-06-06,0.554167,0.542292
2012-07-06,0.6025,0.569442
2012-08-06,0.649167,0.597862
2012-09-06,0.710833,0.648367
2012-10-06,0.726667,0.663517
2012-11-06,0.720833,0.659721
2012-12-06,0.653333,0.597875
2012-06-13,0.655833,0.611117
2012-06-14,0.648333,0.624383
2012-06-15,0.639167,0.599754
2012-06-16,0.631667,0.594708
2012-06-17,0.5925,0.571975
2012-06-18,0.568333,0.544842
2012-06-19,0.688333,0.654692
2012-06-20,0.7825,0.720975
2012-06-21,0.805833,0.752542
2012-06-22,0.7775,0.724121
2012-06-23,0.731667,0.652792
2012-06-24,0.743333,0.674254
2012-06-25,0.715833,0.654042
2012-06-26,0.630833,0.594704
2012-06-27,0.6975,0.640792
2012-06-28,0.749167,0.675512
2012-06-29,0.834167,0.786613
2012-06-30,0.765,0.687508
2012-01-07,0.815833,0.750629
2012-02-07,0.781667,0.702038
2012-03-07,0.780833,0.70265
2012-04-07,0.789167,0.732337
2012-05-07,0.8275,0.761367
2012-06-07,0.828333,0.752533
2012-07-07,0.861667,0.804913
2012-08-07,0.8225,0.790396
2012-09-07,0.710833,0.654054
2012-10-07,0.720833,0.664796
2012-11-07,0.716667,0.650271
2012-12-07,0.715833,0.654683
2012-07-13,0.731667,0.667933
2012-07-14,0.703333,0.666042
2012-07-15,0.745833,0.705196
2012-07-16,0.763333,0.724125
2012-07-17,0.818333,0.755683
2012-07-18,0.793333,0.745583
2012-07-19,0.77,0.714642
2012-07-20,0.665833,0.613025
2012-07-21,0.595833,0.549912
2012-07-22,0.6675,0.623125
2012-07-23,0.741667,0.690017
2012-07-24,0.750833,0.70645
2012-07-25,0.724167,0.654054
2012-07-26,0.776667,0.739263
2012-07-27,0.781667,0.734217
2012-07-28,0.755833,0.697604
2012-07-29,0.721667,0.667933
2012-07-30,0.730833,0.684987
2012-07-31,0.713333,0.662896
2012-01-08,0.7175,0.667308
2012-02-08,0.7525,0.707088
2012-03-08,0.765833,0.722867
2012-04-08,0.793333,0.751267
2012-05-08,0.769167,0.731079
2012-06-08,0.7525,0.710246
2012-07-08,0.735833,0.697621
2012-08-08,0.75,0.707717
2012-09-08,0.755833,0.699508
2012-10-08,0.715833,0.667942
2012-11-08,0.6925,0.638267
2012-12-08,0.700833,0.644579
2012-08-13,0.720833,0.662254
2012-08-14,0.726667,0.676779
2012-08-15,0.706667,0.654037
2012-08-16,0.719167,0.654688
2012-08-17,0.723333,0.2424
2012-08-18,0.678333,0.618071
2012-08-19,0.635833,0.603554
2012-08-20,0.635833,0.595967
2012-08-21,0.649167,0.601025
2012-08-22,0.6675,0.621854
2012-08-23,0.695833,0.637008
2012-08-24,0.7025,0.6471
2012-08-25,0.661667,0.618696
2012-08-26,0.653333,0.595996
2012-08-27,0.703333,0.654688
2012-08-28,0.728333,0.66605
2012-08-29,0.685,0.635733
2012-08-30,0.706667,0.652779
2012-08-31,0.764167,0.6894
2012-01-09,0.753333,0.702654
2012-02-09,0.696667,0.649
2012-03-09,0.7075,0.661629
2012-04-09,0.725833,0.686888
2012-05-09,0.736667,0.708983
2012-06-09,0.696667,0.655329
2012-07-09,0.703333,0.657204
2012-08-09,0.659167,0.611121
2012-09-09,0.61,0.578925
2012-10-09,0.583333,0.565654
2012-11-09,0.5775,0.554292
2012-12-09,0.599167,0.570075
2012-09-13,0.6125,0.579558
2012-09-14,0.633333,0.594083
2012-09-15,0.608333,0.585867
2012-09-16,0.58,0.563125
2012-09-17,0.580833,0.55305
2012-09-18,0.623333,0.565067
2012-09-19,0.5525,0.540404
2012-09-20,0.546667,0.532192
2012-09-21,0.599167,0.571971
2012-09-22,0.65,0.610488
2012-09-23,0.529167,0.518933
2012-09-24,0.514167,0.502513
2012-09-25,0.55,0.544179
2012-09-26,0.635,0.596613
2012-09-27,0.65,0.607975
2012-09-28,0.619167,0.585863
2012-09-29,0.5425,0.530296
2012-09-30,0.526667,0.517663
2012-01-10,0.520833,0.512
2012-02-10,0.590833,0.542333
2012-03-10,0.6575,0.599133
2012-04-10,0.6575,0.607975
2012-05-10,0.615,0.580187
2012-06-10,0.554167,0.538521
2012-07-10,0.415833,0.419813
2012-08-10,0.383333,0.387608
2012-09-10,0.446667,0.438112
2012-10-10,0.514167,0.503142
2012-11-10,0.435,0.431167
2012-12-10,0.4375,0.433071
2012-10-13,0.393333,0.391396
2012-10-14,0.521667,0.508204
2012-10-15,0.561667,0.53915
2012-10-16,0.468333,0.460846
2012-10-17,0.455833,0.450108
2012-10-18,0.5225,0.512625
2012-10-19,0.563333,0.537896
2012-10-20,0.484167,0.472842
2012-10-21,0.464167,0.456429
2012-10-22,0.4875,0.482942
2012-10-23,0.544167,0.530304
2012-10-24,0.5875,0.558721
2012-10-25,0.55,0.529688
2012-10-26,0.545833,0.52275
2012-10-27,0.53,0.515133
2012-10-28,0.4775,0.467771
2012-10-29,0.44,0.4394
2012-10-30,0.318182,0.309909
2012-10-31,0.3575,0.3611
2012-01-11,0.365833,0.369942
2012-02-11,0.355,0.356042
2012-03-11,0.343333,0.323846
2012-04-11,0.325833,0.329538
2012-05-11,0.319167,0.308075
2012-06-11,0.280833,0.281567
2012-07-11,0.295833,0.274621
2012-08-11,0.352174,0.341891
2012-09-11,0.361667,0.355413
2012-10-11,0.389167,0.393937
2012-11-11,0.420833,0.421713
2012-12-11,0.485,0.475383
2012-11-13,0.343333,0.323225
2012-11-14,0.289167,0.281563
2012-11-15,0.321667,0.324492
2012-11-16,0.345,0.347204
2012-11-17,0.325,0.326383
2012-11-18,0.3425,0.337746
2012-11-19,0.380833,0.375621
2012-11-20,0.374167,0.380667
2012-11-21,0.353333,0.364892
2012-11-22,0.34,0.350371
2012-11-23,0.368333,0.378779
2012-11-24,0.278333,0.248742
2012-11-25,0.245833,0.257583
2012-11-26,0.313333,0.339004
2012-11-27,0.291667,0.281558
2012-11-28,0.296667,0.289762
2012-11-29,0.28087,0.298422
2012-11-30,0.298333,0.323867
2012-01-12,0.298333,0.316904
2012-02-12,0.3475,0.359208
2012-03-12,0.4525,0.455796
2012-04-12,0.475833,0.469054
2012-05-12,0.438333,0.428012
2012-06-12,0.255833,0.258204
2012-07-12,0.320833,0.321958
2012-08-12,0.381667,0.389508
2012-09-12,0.384167,0.390146
2012-10-12,0.435833,0.435575
2012-11-12,0.353333,0.338363
2012-12-12,0.2975,0.297338
2012-12-13,0.295833,0.294188
2012-12-14,0.281667,0.294192
2012-12-15,0.324167,0.338383
2012-12-16,0.3625,0.369938
2012-12-17,0.393333,0.4015
2012-12-18,0.410833,0.409708
2012-12-19,0.3325,0.342162
2012-12-20,0.33,0.335217
2012-12-21,0.326667,0.301767
2012-12-22,0.265833,0.236113
2012-12-23,0.245833,0.259471
2012-12-24,0.231304,0.2589
2012-12-25,0.291304,0.294465
2012-12-26,0.243333,0.220333
2012-12-27,0.254167,0.226642
2012-12-28,0.253333,0.255046
2012-12-29,0.253333,0.2424
2012-12-30,0.255833,0.2317
2012-12-31,0.215833,0.223487
